IDProtocollo,Progressivo,IDVeicolo,TipoVeicolo,StatoVeicolo,Marca,Modello
2701167,1,1039272,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2701167,2,1039334,Ciclomotore,In marcia / fermata / arresto,Aprilia,SR
2701169,1,1039243,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2701169,2,1039247,Velocipede,In marcia / fermata / arresto,Caravel,(ignoto)
2701172,1,1039270,Autovettura privata,In marcia / fermata / arresto,Mazda,CX 7
2701172,2,1039271,Autovettura privata,In marcia / fermata / arresto,Daimler Chrysler,A180
2701172,3,1039273,Autovettura privata,In marcia / fermata / arresto,Toyota,Aygo
2701172,4,1039276,Autovettura privata,Sosta,Kia,Picanto
2701191,1,1039246,Autovettura di polizia,In marcia / fermata / arresto,Fiat,Bravo
2701191,2,1039249,Autovettura privata,Sosta,Seat,Ibiza
2701191,3,1039255,Autovettura privata,Sosta,BMW,Serie 3
2701191,4,1039256,Autovettura privata,Sosta,Ford,Fusion
2701193,1,1039253,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2701193,2,1039266,Autovettura privata,Sosta,Fiat,500
2701201,1,1039257,Autovettura privata,In marcia / fermata / arresto,Chevrolet,Kalos
2701201,2,1039261,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat,Ducato
2701204,1,1039251,Motociclo a solo,In marcia / fermata / arresto,Honda,SH
2701205,1,1039285,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Golf
2701210,1,1039295,Autovettura privata,In marcia / fermata / arresto,Chrysler,Jeep Patriot
2701210,2,1039303,Autovettura privata,In marcia / fermata / arresto,Smart ,for two
2701216,1,1039308,Motociclo con passeggero,In marcia / fermata / arresto,Honda,(non accertato)
2701220,1,1039260,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat,Doblo'
2701220,2,1039265,Motociclo a solo,In marcia / fermata / arresto,Suzuki,Burgman 400
2701221,1,1039262,Autovettura privata,In marcia / fermata / arresto,Chrysler,Jeep Grand Cherokee
2701221,2,1039267,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2701222,1,1039314,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto
2701222,2,1039331,Autovettura privata,In marcia / fermata / arresto,Seat,ALTEA
2701251,1,1039269,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto
2701251,2,1039275,Motociclo a solo,In marcia / fermata / arresto,Yamaha,T MAX 500
2701269,1,1039274,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Golf
2701269,2,1039283,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra
2701272,1,1039278,Autovettura pubblica,In marcia / fermata / arresto,Fiat,(non accertato)
2701272,2,1039281,Motociclo a solo,In marcia / fermata / arresto,Honda,125 cc.
2701290,1,1039297,Autovettura privata,In marcia / fermata / arresto,BMW,525 D
2701290,2,1039370,Autovettura privata,In marcia / fermata / arresto,Smart ,Fortwo
2701307,1,1039282,Motociclo a solo,In marcia / fermata / arresto,Piaggio,Vespa 150
2701325,1,1039290,Motociclo a solo,In marcia / fermata / arresto,Kymco,Agility 125
2701345,1,1039302,Ciclomotore,In marcia / fermata / arresto,Aprilia,Scarabeo
2701345,2,1039319,Autovettura privata,In marcia / fermata / arresto,Citroen,C 3 Picasso
2701353,1,1039305,Autovettura privata,In marcia / fermata / arresto,Fiat,Cinquecento
2701361,1,1039310,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat,Doblo'
2701361,2,1039311,Autovettura privata,In marcia / fermata / arresto,Ford,Street
2701391,1,1039315,Autovettura pubblica,In marcia / fermata / arresto,Peugeot,505
2701391,2,1039316,Autovettura privata,In marcia / fermata / arresto,Audi,TT
2701401,1,1039321,Autovettura privata,In marcia / fermata / arresto,BMW,320
2701409,1,1039320,Motociclo a solo,In marcia / fermata / arresto,Honda,(non accertato)
2701497,1,1039341,Motociclo a solo,In marcia / fermata / arresto,Honda,SH
2701517,1,1040647,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2701517,2,1040654,Motociclo a solo,In marcia / fermata / arresto,Peugeot,(non accertato)
2701551,1,1039357,Autovettura privata,In marcia / fermata / arresto,Fiat,500
2701551,2,1039365,Motociclo a solo,In marcia / fermata / arresto,Honda,(non accertato)
2701558,1,1039360,Autovettura privata,In marcia / fermata / arresto,Nissan,Juke
2701558,2,1039874,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,159 Sportwagon
2701566,1,1039367,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 300
2701603,1,1039375,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2701603,2,1039386,Motociclo a solo,In marcia / fermata / arresto,Kymco,People S 200
2701629,1,1039384,Motociclo a solo,In marcia / fermata / arresto,Kymco,People S
2701693,1,1039388,Motociclo a solo,In marcia / fermata / arresto,Piaggio,(non accertato)
2701693,2,1039389,Autovettura privata,In marcia / fermata / arresto,Ford,Focus
2701752,1,1039401,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris
2701752,2,1039402,Motociclo a solo,In marcia / fermata / arresto,Yamaha,T. Max
2701790,1,1039403,Motociclo a solo,In marcia / fermata / arresto,Aprilia,Scarabeo
2701790,2,1039404,Autovettura privata,In marcia / fermata / arresto,BMW,118 D
2701791,1,1039406,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris
2701791,2,1039413,Autovettura privata,Sosta,Nissan,Micra
2701793,1,1039405,Motociclo a solo,In marcia / fermata / arresto,Kawasaki,(non accertato)
2701793,2,1039407,Motociclo con passeggero,In marcia / fermata / arresto,Suzuki,Burgman
2701793,3,1039408,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2701797,1,1039409,Motociclo a solo,In marcia / fermata / arresto,Honda,SH125
2701797,2,1039410,Autovettura privata,In marcia / fermata / arresto,Mercedes,Classe A
2701806,1,1039415,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2701806,2,1039425,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart Forfour
2701818,1,1039416,Autovettura privata,In marcia / fermata / arresto,Audi,Q 3
2701818,2,1039417,Autovettura privata,Sosta,Toyota,Yaris
2701823,1,1039418,Autovettura privata,In marcia / fermata / arresto,BMW,320 D
2701823,2,1039419,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto
2701829,1,1039420,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2701829,2,1039421,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris
2701840,1,1039423,Motociclo a solo,In marcia / fermata / arresto,Honda,sh300
2701840,2,1039424,Autovettura privata,In marcia / fermata / arresto,Peugeot,3008
2701901,1,1039433,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa
2701901,2,1040117,Autovettura privata,Sosta,Renault,Megane
2701909,1,1039434,Autovettura privata,In marcia / fermata / arresto,Audi,A1
2701909,2,1039440,Autovettura privata,In marcia / fermata / arresto,Fiat,Fiorino Qubo
2701994,1,1039447,Autovettura privata,In marcia / fermata / arresto,Opel,Astra
2701994,2,1039448,Motociclo a solo,In marcia / fermata / arresto,Yamaha,XMax
2702012,1,1039452,Autovettura privata,In marcia / fermata / arresto,Daimler Smart,FORTWO COUPE
2702012,2,1039453,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 125
2702059,1,1039457,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Golf
2702059,2,1039458,Autovettura privata,In marcia / fermata / arresto,Citroen,C3
2702144,1,1039482,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2702144,2,1039483,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart Fortwo Coup�
2702159,1,1039487,Autovettura privata,In marcia / fermata / arresto,Mercedes,GLK 320 CDI
2702159,2,1039489,Motociclo a solo,In marcia / fermata / arresto,Yamaha,X - MAX
2702159,3,1039491,Autocarro inferiore 35 q.,Sosta,Renault,Kangoo
2702162,1,1039490,Autovettura privata,In marcia / fermata / arresto,Innocenti,MINI COOPER
2702162,2,1039488,Autovettura privata,In marcia / fermata / arresto,Land Rover,Freelander
2702168,1,1039492,Autovettura privata,In marcia / fermata / arresto,Ford,C. Max
2702181,1,1039496,Autovettura pubblica,In marcia / fermata / arresto,Citroen,C 4 Picasso
2702181,2,1039500,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2702181,3,1039504,Autovettura privata,Allontanatosi,Alfa Lancia,Y
2702189,1,1039501,Autocarro superiore 35 q.,In marcia / fermata / arresto, Mercedes ,(ignoto)
2702189,2,1039503,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,GT
2702209,1,1039505,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2702209,2,1039506,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2702230,1,1039510,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2702462,1,1039559,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris
2702462,2,1039563,Autovettura privata,In marcia / fermata / arresto,Fiat,Grande Punto
2702462,3,1039565,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2702463,1,1039707,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Touran
2702465,1,1039708,Autovettura privata,In marcia / fermata / arresto,Ford,KA
2702467,1,1039710,Autovettura privata,In marcia / fermata / arresto,Fiat,Croma
2702468,1,1039711,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Golf
2702473,1,1039712,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Polo
2702478,1,1039713,Autovettura privata,In marcia / fermata / arresto,Citroen,Saxo
2702479,1,1039566,Autovettura privata,In marcia / fermata / arresto,DR,DR 5
2702479,2,1039567,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 150
2702479,3,1039568,Autovettura privata,Allontanatosi,Nissan,Micra
2702483,1,1039714,Autovettura privata,In marcia / fermata / arresto,Nissan,Juke
2702489,1,1039701,Autovettura privata,In marcia / fermata / arresto,Peugeot,206
2702489,2,1039702,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Golf
2702493,1,1039715,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris
2702497,1,1039717,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart
2702499,1,1039720,Autovettura privata,In marcia / fermata / arresto,Fiat,500
2702502,1,1039722,Autovettura privata,In marcia / fermata / arresto,Lancia,Ypsilon
2702503,1,1039723,Autovettura privata,In marcia / fermata / arresto,Hyundai,(ignoto)
2702508,1,1039569,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2702508,2,1039570,Autovettura privata,In marcia / fermata / arresto,Skoda,For Two
2702510,1,1039571,Autovettura privata,In marcia / fermata / arresto,Opel,Meriva
2702510,2,1039575,Motociclo a solo,In marcia / fermata / arresto,Honda,SH
2702511,1,1039572,Autovettura privata,In marcia / fermata / arresto,Renault,Modus
2702511,2,1039573,Motociclo con passeggero,In marcia / fermata / arresto,Honda,Silver Wing
2702513,1,1039574,Autovettura privata,In marcia / fermata / arresto,Mitsubishi,Space Star
2702513,2,1039576,Ciclomotore,In marcia / fermata / arresto,Aprilia,Scarabeo
2702515,1,1039577,Autovettura privata,In marcia / fermata / arresto,Renault,Scenic
2702515,2,1039579,Motociclo a solo,In marcia / fermata / arresto,Yamaha,Majesty
2702522,1,1039580,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto
2702522,2,1039582,Motociclo a solo,In marcia / fermata / arresto,Kymco,People
2702529,1,1039581,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra
2702529,2,1039583,Autovettura privata,In marcia / fermata / arresto,Ford,KA
2702538,1,1039585,Motociclo con passeggero,In marcia / fermata / arresto,Kimco,People
2702538,2,1039587,Autovettura privata,In marcia / fermata / arresto,Renault,Twingo
2702550,1,1039589,Autovettura privata,Allontanatosi,Peugeot,(non accertato)
2702553,1,1039590,Autovettura privata,In marcia / fermata / arresto,Daimler Smart,FORTWO COUPE
2702553,2,1039592,Motociclo a solo,In marcia / fermata / arresto,Piaggio,Vespa LX150
2702555,1,1039591,Autovettura privata,In marcia / fermata / arresto,Peugeot,206
2702555,2,1039686,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Golf
2702555,3,1039687,Autovettura privata,In marcia / fermata / arresto,Fiat,Idea
2702567,1,1039594,Autovettura di soccorso,In marcia / fermata / arresto,Peugeot,Boxer
2702567,2,1039595,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2702570,1,1039600,Autovettura privata,In marcia / fermata / arresto,Smart ,-
2702570,2,1039602,Motociclo a solo,In marcia / fermata / arresto,Kimco,People
2702579,1,1039596,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris
2702579,2,1039638,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Golf
2702581,1,1039597,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris
2702581,2,1039603,Motociclo con passeggero,In marcia / fermata / arresto,Yamaha,YP 250
2702582,1,1039605,Autovettura privata,In marcia / fermata / arresto,Renault,Clio
2702582,2,1039612,Autovettura privata,In marcia / fermata / arresto,SSangyong,rj rdd
2702587,1,1039599,Autovettura privata,In marcia / fermata / arresto,Mercedes,180
2702587,2,1039608,Motociclo a solo,In marcia / fermata / arresto,Piaggio,Beverly
2702589,1,1039598,Autovettura privata,In marcia / fermata / arresto,Toyota,Aygo
2702589,2,1039601,Autovettura privata,In marcia / fermata / arresto,Hyundai,i 10
2702589,3,1039604,Autovettura privata,In marcia / fermata / arresto,Hyundai,i 10
2702594,1,1039606,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 150
2702595,1,1039607,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 125
2702595,2,1039610,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2702615,1,1039615,Autovettura privata,In marcia / fermata / arresto,Peugeot,206
2702615,2,1039621,Autovettura privata,In marcia / fermata / arresto,Fiat,500
2702619,1,1039613,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Polo
2702619,2,1039622,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat Iveco,Eurocargo
2702621,1,1039614,Motociclo a solo,In marcia / fermata / arresto,Honda,SH150
2702621,2,1039617,Autovettura privata,In marcia / fermata / arresto,Fiat,Bravo
2702622,1,1039616,Autovettura privata,In marcia / fermata / arresto,Citroen,C 1
2702622,2,1039623,Quadriciclo leggero,In marcia / fermata / arresto,Chatenet,CH2610
2702626,1,1039625,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra
2702626,2,1039631,Autocarro inferiore 35 q.,In marcia / fermata / arresto,DAIMLER CHRYSLER,AG MB 950
2702639,1,1039629,Autovettura privata,In marcia / fermata / arresto,Lancia,Y
2702639,2,1039633,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 150
2702652,1,1039636,Autovettura privata,In marcia / fermata / arresto,Kia,Sorento
2702652,2,1039642,Motociclo a solo,In marcia / fermata / arresto,Fosti Motor,Foshan City
2702652,3,1039645,Autovettura privata,Sosta,Audi,A 3
2702653,1,1039634,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa
2702653,2,1039635,Autovettura privata,Sosta,Peugeot,207
2702653,3,1039637,Autovettura privata,Sosta,Nissan,Micra
2702658,1,1039644,Autovettura privata,In marcia / fermata / arresto,Mitsubishi,Outlander
2702658,2,1039655,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2702665,1,1039639,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa
2702669,1,1039643,Autovettura privata,In marcia / fermata / arresto,Rover,75
2702669,2,1039648,Autovettura privata,In marcia / fermata / arresto,Opel,Astra
2702670,1,1039641,Autovettura privata,In marcia / fermata / arresto,Fiat,Stilo
2702670,2,1039679,Autovettura privata,Allontanatosi,Volkswagen,Polo
2702678,1,1039646,Autovettura privata,Sosta,Fiat,500
2702678,2,1039647,Autovettura privata,In marcia / fermata / arresto,Citroen,C1
2702685,1,1039651,Autovettura di polizia,In marcia / fermata / arresto,BMW,--
2702685,2,1039654,Autovettura privata,In marcia / fermata / arresto,Renault,4
2702693,1,1039652,Autovettura privata,In marcia / fermata / arresto,Fiat,Bravo
2702693,2,1039653,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Polo
2702706,1,1039659,Autovettura privata,In marcia / fermata / arresto,Ford,Focus
2702706,2,1039662,Motociclo a solo,In marcia / fermata / arresto,Aprilia,Scarabeo
2702708,1,1039664,Autovettura privata,In marcia / fermata / arresto,Opel,Meriva
2702708,2,1039665,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Iveco,130 E 18
2702747,1,1039666,Autovettura privata,In marcia / fermata / arresto,Opel,Meriva 1.7 DTI
2702747,2,1039668,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa
2702748,1,1039667,Autovettura privata,In marcia / fermata / arresto,Peugeot,(ignoto)
2702765,1,1039670,Autovettura privata,In marcia / fermata / arresto,BMW,120 D
2702765,2,1039671,Ciclomotore,In marcia / fermata / arresto,Piaggio,Liberty
2702773,1,1040975,Autovettura privata,In marcia / fermata / arresto,Mitsubishi,Colt
2702773,2,1040984,Autovettura privata,In marcia / fermata / arresto,BMW,310
2702779,1,1043743,Autovettura privata,In marcia / fermata / arresto,Fiat,500 L
2702779,2,1043748,Autovettura privata,In marcia / fermata / arresto,Ford,Focus
2702779,3,1043751,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Iveco,35/S
2702786,1,1041793,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Golf
2702786,2,1041806,Autovettura privata,In marcia / fermata / arresto,Kia,Picanto
2702821,1,1039684,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Polo
2703020,1,1039716,Autovettura privata,In marcia / fermata / arresto,Renault,Clio
2703020,2,1039721,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Golf
2703080,1,1039727,Autovettura privata,In marcia / fermata / arresto,Mercedes,200 E
2703114,1,1039730,Autovettura privata,In marcia / fermata / arresto,Mazda,5
2703114,2,1039731,Autovettura privata,In marcia / fermata / arresto,Mercedes,B 200 CDI
2703153,1,1039741,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2703153,2,1039743,Autovettura privata,In marcia / fermata / arresto,Opel,Meriva
2703198,1,1039746,Autovettura privata,In marcia / fermata / arresto,Fiat,Fiorino
2703198,2,1039752,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto
2703277,1,1039767,Autovettura di polizia,In marcia / fermata / arresto,Alfa Romeo,159
2703280,1,1039764,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart
2703280,2,1040656,Motociclo a solo,In marcia / fermata / arresto,Piaggio,Liberty 125
2703300,1,1039774,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa
2703300,2,1039775,Autovettura privata,In marcia / fermata / arresto,Peugeot,207
2703300,3,1039776,Autovettura privata,Sosta,Fiat,Punto
2703501,1,1039820,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra
2703501,2,1039821,Autovettura privata,Sosta,Fiat,Punto
2703515,1,1039823,Motociclo a solo,In marcia / fermata / arresto,Yamaha,(ignoto)
2703515,2,1039824,Autovettura privata,In marcia / fermata / arresto,Audi,A6
2703531,1,1039827,Motociclo a solo,In marcia / fermata / arresto,BMW,K 75
2703531,2,1039828,Autovettura privata,Sosta,Renault,Clio
2703533,1,1039829,Quadriciclo leggero,In marcia / fermata / arresto,Ligier,Quadriciclo
2703537,1,1039832,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto
2703538,1,1039830,Motociclo a solo,In marcia / fermata / arresto,Honda,SH
2703538,2,1039831,Autovettura privata,Sosta,Opel,Corsa
2703539,1,1039833,Autovettura privata,In marcia / fermata / arresto,Audi,A 3
2703539,2,1039834,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto
2703541,1,1039835,Autovettura privata,In marcia / fermata / arresto,Lancia,Ypsilon
2703548,1,1039836,Autovettura privata,In marcia / fermata / arresto,Mini,Cooper
2703548,2,1039837,Motociclo a solo,In marcia / fermata / arresto,Suzuki,Burgman
2703549,1,1039838,Autovettura privata,In marcia / fermata / arresto,Volvo,(non accertato)
2703549,2,1039839,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Passat
2703553,1,1039841,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 300
2703553,2,1039845,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2703554,1,1039840,Autovettura privata,In marcia / fermata / arresto,Opel,Zafira
2703560,1,1039842,Autovettura privata,In marcia / fermata / arresto,Peugeot,207
2703560,2,1039843,Motociclo a solo,In marcia / fermata / arresto,Kymco,AGILITY
2703562,1,1039844,Autovettura privata,In marcia / fermata / arresto,Renault,Clio
2703562,2,1039846,Autovettura privata,In marcia / fermata / arresto,Toyota,Aygo
2703571,1,1039848,Autovettura privata,In marcia / fermata / arresto,Fiat,Seicento
2703571,2,1039850,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2703572,1,1039847,Autoambulanza,In marcia / fermata / arresto,Fiat,(non accertato)
2703572,2,1039849,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa
2703579,1,1039851,Autovettura privata,In marcia / fermata / arresto,Citroen,C2
2703587,1,1039853,Autovettura privata,In marcia / fermata / arresto,Chevrolet,Matiz
2703592,1,1039854,Autobus di linea,In marcia / fermata / arresto,IRIBUS,(non accertato)
2703592,2,1039855,Autovettura privata,In marcia / fermata / arresto,Citroen,Berlingo
2703607,1,1039857,Autovettura privata,In marcia / fermata / arresto,Lancia,Y
2703607,2,1039858,Autovettura privata,Sosta,Fiat,Punto
2703607,3,1039859,Autovettura privata,Sosta,Volkswagen,Golf
2703752,1,1039886,Autovettura privata,In marcia / fermata / arresto,Citroen,C5
2703752,2,1039889,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris
2703752,3,1039895,Autovettura privata,In marcia / fermata / arresto,Audi,A4
2703770,1,1040527,Autovettura privata,In marcia / fermata / arresto,Ford,Focus SW
2703770,2,1040536,Ciclomotore,In marcia / fermata / arresto,Peugeot,VivaCity
2703909,1,1039910,Autovettura privata,In marcia / fermata / arresto,Toyota,Rav 4
2703938,1,1039912,Ciclomotore,In marcia / fermata / arresto,Kymco,People
2703938,2,1039913,Autovettura privata,In marcia / fermata / arresto,Chevrolet,spark
2704149,1,1039954,Motociclo a solo,In marcia / fermata / arresto,Suzuki,Burgman
2704153,1,1039955,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,GT
2704153,2,1039956,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto
2704263,1,1039993,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2704263,2,1039994,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Renault,Kangoo
2704265,1,1039995,Autovettura privata,In marcia / fermata / arresto,Opel,Zafira
2704265,2,1039996,Autovettura privata,In marcia / fermata / arresto,Ford,Escort
2704266,1,1040016,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Polo
2704266,2,1040021,Autovettura privata,In marcia / fermata / arresto,Peugeot,206
2704267,1,1040024,Autovettura privata,In marcia / fermata / arresto,Fiat,Sedici
2704267,2,1040025,Autovettura privata,In marcia / fermata / arresto,Fiat,Stilo
2704267,3,1040027,Motociclo a solo,In marcia / fermata / arresto,VECTRIX,VX1
2704268,1,1040030,Autovettura privata,In marcia / fermata / arresto,Smart ,(ignoto)
2704268,2,1040034,Autovettura privata,In marcia / fermata / arresto,Peugeot,307
2704268,3,1040039,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2704268,4,1040041,Autovettura privata,Sosta,Peugeot,207
2704346,1,1039997,Motociclo con passeggero,In marcia / fermata / arresto,Honda,Silver Wing
2704346,2,1039998,Autovettura privata,In marcia / fermata / arresto,Kia,(non accertato)
2704356,1,1039999,Autovettura privata,In marcia / fermata / arresto,Opel,Mokka
2704356,2,1040000,Ciclomotore,In marcia / fermata / arresto,Piaggio,(non accertato)
2704362,1,1040001,Autovettura privata,In marcia / fermata / arresto,Opel,Meriva
2704362,2,1040002,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2704362,3,1040003,Autovettura privata,In marcia / fermata / arresto,Suzuki,Alto
2704362,4,1040004,Autovettura privata,Sosta,Nissan,Micra
2704362,5,1040005,Autovettura privata,Sosta,Fiat,Panda
2704381,1,1040006,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,Giulietta
2704381,2,1040214,Autovettura privata,Sosta,Audi,A8
2704384,1,1040007,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Polo
2704384,2,1040008,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2704389,1,1040012,Autovettura privata,In marcia / fermata / arresto,Micro C. Car,Smart
2704389,2,1040020,Autovettura privata,Sosta,Fiat,Seicento
2704389,3,1040026,Autovettura privata,Sosta,Renault,Clio
2704389,4,1040028,Autovettura privata,Sosta,Fiat,Punto
2704389,5,1040029,Autovettura privata,Sosta,Ford,KA
2704400,1,1040009,Autovettura privata,In marcia / fermata / arresto,Smart ,Fortwo
2704400,2,1040011,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Passat
2704401,1,1040010,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat,Iveco
2704401,2,1040033,Autovettura privata,In marcia / fermata / arresto,Toyota,Rav 4
2704403,1,1041446,Autovettura privata,In marcia / fermata / arresto,Fiat,500
2704408,1,1040015,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 300
2704420,1,1040035,Autovettura privata,In marcia / fermata / arresto,Audi,A1
2704422,1,1040017,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 125
2704422,2,1040019,Motociclo con passeggero,In marcia / fermata / arresto,Yamaha,Majesty
2704424,1,1040018,Autovettura privata,In marcia / fermata / arresto,Fiat,500
2704424,2,1040022,Autovettura privata,Sosta,Nissan,Micra
2704435,1,1040037,Autovettura privata,In marcia / fermata / arresto,SSangyong,ACTYON
2704435,2,1040042,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 300
2704436,1,1040023,Autovettura privata,In marcia / fermata / arresto,BMW,X5
2704458,1,1040031,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2704458,2,1040043,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2704459,1,1040032,Autovettura privata,In marcia / fermata / arresto,Renault,Clio
2704466,1,1040038,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 300
2704466,2,1040044,Autovettura privata,In marcia / fermata / arresto,Opel,Meriva
2704467,1,1040036,Motociclo a solo,In marcia / fermata / arresto,Honda,CBF 600
2704467,2,1040040,Motociclo a solo,In marcia / fermata / arresto,CHANGZHOU KWANGYANG,AGILITY 125
2704474,1,1040114,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,156
2704474,2,1040116,Autovettura di polizia,In marcia / fermata / arresto,Nissan,atleol
2704479,1,1040195,Autovettura privata,In marcia / fermata / arresto,Renault,Modus
2704502,1,1040045,Autovettura privata,In marcia / fermata / arresto,Toyota,AYGO'
2704502,2,1040050,Autovettura privata,In marcia / fermata / arresto,Peugeot, 2008
2704506,1,1040046,Autovettura privata,In marcia / fermata / arresto,Opel,Meriva
2704512,1,1040054,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Scirocco
2704512,2,1040058,Autovettura privata,Sosta,Fiat,Stilo
2704512,3,1040059,Autocarro inferiore 35 q.,Sosta,Autocarro Fiat,(ignoto)
2704512,4,1040062,Autocarro inferiore 35 q.,Sosta,Volkswagen,LT 35
2704514,1,1040048,Autovettura privata,In marcia / fermata / arresto,Alfa Lancia,Y
2704514,2,1040051,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris
2704521,1,1040049,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto
2704521,2,1040061,Autovettura privata,In marcia / fermata / arresto,Jeep,Renegade
